Review Title,Up Votes,Down Votes,Review text,Ratings,clean_review,sentiment
Good,1.0,0.0,Very costly now during lockdown phase previously it os 650 now sometimes 750 sometimes 850READ MORE,3,costly lockdown phase previously os sometimes sometimes read,Neutral
Worth every penny,1.0,0.0,BestREAD MORE,5,bestread,Positive
Good quality product,1.0,0.0,I play every day with this and we play really hard in Courts. This has always been a best choice.READ MORE,4,play every day play really hard courts always best choiceread,Positive
Great product,1.0,0.0,This item is so good you can buy it it is originalREAD MORE,5,item good buy originalread,Positive
Wonderful,1.0,0.0,Excellent for Indoor courtREAD MORE,5,excellent indoor courtread,Positive
Great product,1.0,0.0,Genuine product. Nice packing.READ MORE,5,genuine product nice packingread,Positive
Highly recommended,0.0,0.0,Good quality..😍🖤READ MORE,5,good qualityread,Positive
Very Good,0.0,0.0,Nice thanks  FlipkartREAD MORE,4,nice thanks flipkartread,Positive
Perfect product!,0.0,0.0,Nice productREAD MORE,5,nice productread,Positive
Good,1.0,0.0,"Gradual decrease in quality, less longevity.READ MORE",3,gradual decrease quality less longevityread,Neutral
Perfect product!,0.0,0.0,Nice productREAD MORE,5,nice productread,Positive
Pretty good,1.0,0.0,wow productREAD MORE,4,wow productread,Positive
Did not meet expectations,1.0,0.0,1 box out of 4  boxes has very bad shuttle. All shuttles of that box was not playable.READ MORE,1,box boxes bad shuttle shuttles box playableread,Negative
Useless product,1.0,0.0,Product is not same as shown in the picture.READ MORE,1,product shown pictureread,Negative
Nice,1.0,0.0,just Average.... not 100% goodREAD MORE,3,average goodread,Neutral
Utterly Disappointed,1.0,0.0,"I realized that not to buy  shuttles from online ever. cheap and duplicate product.  no refund of your amount, only replacement of the product. plz don't waste your money.READ MORE",1,realized buy shuttles online ever cheap duplicate product refund amount replacement product plz dont waste moneyread,Negative
Moderate,1.0,0.0,Shuttle is just okayish.It's movement in the air is a bit different from other Mavis 350s.READ MORE,2,shuttle okayishits movement air bit different mavis sread,Negative
Decent product,0.0,0.0,I found that some of the shuttle are differentREAD MORE,3,found shuttle differentread,Neutral
Very poor,0.0,0.0,shuttle was not of genuine conectarte qualityREAD MORE,1,shuttle genuine conectarte qualityread,Negative
Unsatisfactory,0.0,0.0,poor qualityREAD MORE,1,poor qualityread,Negative
Nice product,0.0,0.0,2 balls are waste. they are rotate. unable to play.READ MORE,4,balls waste rotate unable playread,Positive
Worthless,0.0,0.0,very poor quality.... 1 shuttle in not standing more than 2 daysREAD MORE,1,poor quality shuttle standing daysread,Negative
Best in the market!,1.0,0.0,original productREAD MORE,5,original productread,Positive
Not good,1.0,0.0,Shuttle not goodREAD MORE,2,shuttle goodread,Negative
Excellent,1.0,0.0,good as expectedREAD MORE,5,good expectedread,Positive
Highly recommended,1.0,0.0,goodREAD MORE,5,goodread,Positive
Waste of money!,0.0,0.0,Yonex Mavis 350 is not a pure item. shuttle's are so oldREAD MORE,1,yonex mavis pure item shuttles oldread,Negative
Must buy!,0.0,0.0,"Nice product 👌👌👌👌👌👌👌😎.I suggest you,plz buy this product .This is original product.Made in Japan 😀READ MORE",5,nice product suggest youplz buy product original productmade japan read,Positive
Nice product,0.0,0.0,Good👍READ MORE,4,goodread,Positive
Simply awesome,1.0,0.0,very niceREAD MORE,5,niceread,Positive
Best in the market!,1.0,0.0,niceREAD MORE,5,niceread,Positive
Awesome,1.0,0.0,nice shuttle for outdoorREAD MORE,5,nice shuttle outdoorread,Positive
Brilliant,1.0,0.0,good productREAD MORE,5,good productread,Positive
Great product,0.0,0.0,amazing cost and amazing oneREAD MORE,5,amazing cost amazing oneread,Positive
Nice product,1.0,0.0,The packing made by flipkart is absolutely perfect and the mavis 350 are pretty good But I think this is very cost for this out side we can get it for just rs600 we can play very hard with these shuttlesREAD MORE,4,packing made flipkart absolutely perfect mavis pretty good think cost side get rs play hard shuttlesread,Positive
Just wow!,1.0,0.0,good dilevary and very good productREAD MORE,5,good dilevary good productread,Positive
Fair,0.0,0.0,it's worthREAD MORE,3,worthread,Neutral
Just okay,1.0,0.0,GoodREAD MORE,3,goodread,Neutral
Did not meet expectations,0.0,0.0,Looks like these are fake shuttles & not sold by yonex.READ MORE,1,looks like fake shuttles sold yonexread,Negative
Unsatisfactory,0.0,0.0,worst product not to buy low qualityREAD MORE,1,worst product buy low qualityread,Negative
Worst experience ever!,0.0,0.0,shuttles were shapeless as they may have been mishandelrd while in transportationREAD MORE,1,shuttles shapeless may mishandelrd transportationread,Negative
Hated it!,0.0,0.0,product is not goodREAD MORE,1,product goodread,Negative
Terrible product,0.0,0.0,"5 days for a delivery, it's something really very frustrating, even till now I didn't get the product.. please work on service.READ MORE",1,days delivery something really frustrating even till didnt get product please work serviceread,Negative
Hated it!,0.0,0.0,bad qualityREAD MORE,1,bad qualityread,Negative
Simply awesome,1.0,0.0,Very good productREAD MORE,5,good productread,Positive
Simply awesome,0.0,0.0,best quality shuttlesREAD MORE,5,best quality shuttlesread,Positive
Classy product,1.0,0.0,good quality. value the moneyREAD MORE,5,good quality value moneyread,Positive
Good,1.0,0.0,very goodREAD MORE,3,goodread,Neutral
Hated it!,1.0,0.0,Very worstREAD MORE,1,worstread,Negative
Very Good,1.0,0.0,NOT BAD....READ MORE,4,badread,Positive
Classy product,1.0,0.0,shuttle is very good for me I am playing for last 8 days and the shuttle is still good.Value for money.Thank u Flipkart.READ MORE,5,shuttle good playing last days shuttle still goodvalue moneythank u flipkartread,Positive
Utterly Disappointed,1.0,0.0,"Bad Quality,,,,,,READ MORE",1,bad qualityread,Negative
Bad quality,1.0,0.0,Quality is not good. Little bit fast.READ MORE,2,quality good little bit fastread,Negative
Must buy!,1.0,0.0,Excellent it's original as I buy in local sports storesREAD MORE,5,excellent original buy local sports storesread,Positive
Unsatisfactory,1.0,0.0,"Poor quality, shuttle become broke within 3-4 hour playing .ie within 1 dayREAD MORE",1,poor quality shuttle become broke within hour playing ie within dayread,Negative
Unsatisfactory,1.0,3.0,The shuttles worn off really quickly. More quickly than a regular mavis 350 does. So I tried to verify the authenticity of the product by entering the code on it onto the website and lo it was a genuine product.I've attached the pictures for reference. It developed a hairline crack so quickly after just half a match. All other shuttles had the same quality.READ MORE,1,shuttles worn really quickly quickly regular mavis tried verify authenticity product entering code onto website lo genuine productive attached pictures reference developed hairline crack quickly half match shuttles qualityread,Negative
Highly recommended,3.0,3.0,Nice product best price superREAD MORE,5,nice product best price superread,Positive
Fair,1.0,1.0,If you are a professional player and played in Mavis 350 green colour then don't go for this product as this is lighter and slower than the green one. If you are a new buyer then you can go ahead and buy it as it doesn't matter. The speed is slower than the green Mavis 350READ MORE,3,professional player played mavis green colour dont go product lighter slower green one new buyer go ahead buy doesnt matter speed slower green mavis read,Neutral
Very Good,2.0,1.0,Optimum weight and speed.. Easy to control the shots and easy court cover.  Good for learners and even beginners.. Base is not that of thermocol type material like its there in other yonex shurttles.. its a cork base so doesn't  get ruptured easily..  Worth buying👍READ MORE,4,optimum weight speed easy control shots easy court cover good learners even beginners base thermocol type material like yonex shurttles cork base doesnt get ruptured easily worth buyingread,Positive
Absolute rubbish!,1.0,3.0,It's not suitable for outdoorREAD MORE,1,suitable outdoorread,Negative
Not good,22.0,7.0,It seems it is not original. Lighter and not lasting for more than an hour of play.READ MORE,2,seems original lighter lasting hour playread,Negative
Moderate,17.0,3.0,Horrible shuttle I ever playREAD MORE,2,horrible shuttle ever playread,Negative
Worth every penny,1.0,1.0,"Finally got orginal yonex mavis 350.Genuine piece.There are so many fakes avilable in market.so serious players buy from here, you wont regret.READ MORE",5,finally got orginal yonex mavis genuine piecethere many fakes avilable marketso serious players buy wont regretread,Positive
Does the job,1.0,1.0,One shuttle lasts hardly 5 days which is very less. So I would suggest to the makers to keep in mind this thing before manufacturing. Price is also very high. Make it either durable or cheap for user friendly.READ MORE,3,one shuttle lasts hardly days less would suggest makers keep mind thing manufacturing price also high make either durable cheap user friendlyread,Neutral
Classy product,0.0,1.0,"Item received in excellent condition, that too within one day. Thanks to the team. However one suggestion, please don't send the item in such a big cardboard box. Its actually a wastage of resources.READ MORE",5,item received excellent condition within one day thanks team however one suggestion please dont send item big cardboard box actually wastage resourcesread,Positive
Best in the market!,1.0,1.0,Used both the boxes... People who say they are fake have either never played with mavis 350 or may have received a damaged box that might have disturbed the flight of the shuttle.... For me who plays with mavis 350 day in and day out... It is absolutely original and being speed 75...it plays well in Delhi heat above 35 degrees.... Will order moreREAD MORE,5,used boxes people say fake either never played mavis may received damaged box might disturbed flight shuttle plays mavis day day absolutely original speed plays well delhi heat degrees order moreread,Positive
